gene_name,L_15_1,L_15_2,L_16_1,L_16_2,L_13_1,L_13_2,L_11_2,L_11_1,L_12_1,L_12_2
Akt1,32.01,24.68,7.37,7.54,15.52,11.92,42.27,45.85,64.23,68.42
Cldn15,5.14,7.04,6.39,6.72,2.56,1.98,2.16,1.79,1.85,1.82
Il16,5.98,5.41,6.18,7.01,3.24,2.69,4.57,3.27,3.96,4.34
Tcirg1,33.55,25.63,24.59,28.66,15.64,16.25,30.67,31.2,20.7,21.84
Naglu,6.49,6.17,6.1,6.11,5.19,5.16,5.94,5.87,5.87,5.28
Coasy,19.89,16.43,17.19,17.39,20.1,19.87,35.23,31.55,23.88,22.03
Smo,3.14,2.76,2.33,2.43,2.97,3.73,17.17,16.41,8.72,9.3
Tspan33,177.63,159.4,94.53,131.84,142.43,129.51,40.83,32.71,170.13,164.52
Crnkl1,12.74,12.45,11.91,10.7,18.55,21.95,28.41,26.44,20.71,20.61
Rin2,2.43,1.78,1.7,2.24,1.49,2.26,5.93,5.51,3.08,2.97
Folh1,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chordc1,32.51,37.45,35.36,30.73,53.9,61.42,89.23,81.63,62.75,59.74
Rtcb,58.65,58.71,55.88,51.83,88.8,96.88,134.67,117.12,99.38,95.91
Pwp1,25.4,23.43,20.85,19.96,41.05,45.25,76.4,64.01,49.95,48.58
Fbxo7,56.99,57.28,55.45,51.35,59.85,64.15,43.35,38.08,56.94,56.85
Capns1,35.41,31.43,25.36,26.0,35.38,33.7,34.71,40.07,41.25,35.65
Lrp3,0.43,0.35,0.33,0.36,0.33,0.43,1.97,2.88,0.68,1.05
Dsg4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evx2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0
Hoxd13,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.33,0.03,0.08
Hoxd12,0.0,0.0,0.01,0.0,0.0,0.0,0.09,0.36,0.03,0.03
Folr1,0.54,0.21,0.55,0.96,0.36,0.33,0.32,0.2,0.59,0.42
Clpb,20.77,20.12,18.21,18.09,26.29,27.56,42.11,37.41,29.06,26.63
Sept7,68.96,78.0,75.98,62.47,95.55,118.26,181.53,159.77,114.92,114.2
Zdhhc4,22.62,21.59,21.79,20.24,31.6,30.82,45.28,46.15,35.94,35.04
Rac1,134.89,140.5,88.73,114.52,154.36,162.58,284.78,256.55,214.55,212.15
Nup214,38.8,35.17,28.95,29.17,62.38,51.6,69.78,64.22,56.88,59.08
Aif1l,1.05,1.27,1.27,1.04,3.03,3.42,11.41,11.35,4.37,4.27
Cpa3,1.96,2.5,2.31,1.96,5.25,6.01,2.74,1.65,3.56,2.99
Ltbp1,1.69,1.53,1.74,1.81,2.53,2.31,11.99,10.34,6.18,7.21
Ugp2,47.27,43.81,60.61,68.17,26.85,33.73,32.98,30.32,31.79,26.56
Kcnh6,0.06,0.04,0.04,0.07,0.03,0.01,0.09,0.19,0.07,0.05
Trmt1,31.31,24.24,23.36,23.47,39.83,40.42,72.42,69.7,52.0,47.94
Nacc1,6.25,5.36,4.64,5.37,5.95,6.59,17.68,18.37,10.46,10.81
Nfix,1.83,2.47,2.08,1.71,2.98,1.97,3.86,5.2,2.39,2.4
Slc1a5,124.61,104.49,86.19,100.55,80.08,80.25,44.95,49.52,106.48,106.77
Uba1,85.55,80.09,84.84,80.91,102.62,120.68,156.12,137.49,142.7,143.72
Vwf,10.33,7.38,8.86,10.12,11.57,11.0,19.48,23.63,18.06,16.02
Siae,5.55,4.88,4.61,4.66,3.77,4.72,6.18,6.27,4.76,4.72
Vsig2,0.25,0.28,0.14,0.29,0.13,0.52,1.12,0.48,0.64,0.24
Esam,15.56,12.6,13.41,13.54,13.56,14.83,28.15,25.43,19.16,18.38
Spa17,1.17,1.31,1.62,1.81,2.43,2.09,2.99,3.57,2.36,3.36
Fam50a,24.76,25.0,25.82,21.17,32.79,36.73,42.43,40.13,37.33,37.0
Emd,6.98,7.35,6.59,6.31,10.27,9.91,15.96,16.9,8.43,9.72
Taco1,5.57,5.31,5.48,4.73,7.24,6.99,10.6,9.34,8.88,8.04
Grik3,0.01,0.0,0.0,0.0,0.01,0.01,0.05,0.01,0.01,0.01
Gria3,1.44,1.73,0.93,0.92,1.65,1.94,3.14,2.89,1.82,2.89
Npas1,0.15,0.1,0.1,0.1,0.14,0.11,0.14,0.16,0.28,0.3
Sipa1l2,0.83,0.54,0.71,0.96,0.61,0.74,3.73,3.4,1.57,1.96
Ap4e1,3.78,3.37,4.25,3.66,4.35,6.04,10.25,10.12,8.09,7.51
Blvra,44.81,48.91,42.15,39.84,62.66,61.96,60.21,50.74,54.2,54.92
Pdzd4,0.06,0.07,0.02,0.07,0.06,0.05,0.19,0.63,0.12,0.21
Srpk3,1.69,2.49,0.9,2.44,0.62,0.72,0.62,0.97,0.97,0.74
Idh3g,110.28,101.67,94.8,95.26,113.49,112.55,158.57,142.88,117.89,117.99
Pnck,0.82,0.99,1.31,1.32,0.97,1.01,1.68,1.67,1.21,1.04
Ssr4,141.22,140.55,142.9,133.76,136.09,124.52,159.39,167.53,144.97,135.3
Bcap31,110.49,118.98,117.63,109.25,148.22,155.68,204.16,188.48,146.4,144.51
Fam98a,12.85,12.63,9.5,9.07,17.55,21.31,7.32,7.56,21.14,23.3
Ltbp2,0.3,0.23,0.44,0.3,0.09,0.13,0.12,0.21,0.33,0.35
Kmt2a,2.95,2.52,2.21,2.57,3.29,3.48,5.25,7.11,7.02,6.14
Ift46,14.54,16.52,17.63,17.82,18.83,19.36,41.57,35.67,20.39,20.66
Tmem25,4.25,2.79,3.31,5.2,1.1,1.15,1.24,0.91,0.68,1.34
Cd3g,0.2,0.19,0.27,0.49,0.16,0.23,0.18,0.4,0.08,0.07
Trappc6a,35.78,36.48,31.98,31.53,39.23,34.09,74.97,79.09,57.35,57.39
Supt6,8.53,8.29,8.46,8.71,8.53,10.6,25.31,22.51,16.96,16.95
Spag5,30.42,30.22,28.8,27.97,26.26,28.14,37.19,36.69,32.34,33.47
Foxn1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unc119,25.53,23.76,19.41,20.38,24.28,23.69,55.97,50.23,42.23,38.86
Rab34,14.12,13.16,10.06,13.73,13.56,11.62,34.88,31.06,17.06,20.06
Sdf2,29.3,25.15,27.06,25.84,25.7,25.73,36.53,35.5,25.74,24.86
Ccne1,67.38,69.4,58.71,50.03,110.55,113.63,158.2,139.43,126.1,121.5
Hsf2bp,0.1,0.18,0.24,0.12,0.22,0.13,0.31,0.47,0.11,0.12
Bbc3,5.12,3.52,2.59,3.47,3.93,3.56,3.6,4.67,4.94,6.39
Mybpc3,0.13,0.15,0.06,0.07,0.12,0.82,0.96,3.63,0.19,0.33
Psmc3,126.95,119.79,113.77,109.97,162.94,183.74,267.32,236.54,186.95,183.96
Acp2,8.73,8.61,9.03,9.57,7.12,8.98,13.68,11.81,8.08,8.6
Rapsn,0.97,0.96,0.85,0.86,0.6,0.86,1.56,0.99,0.48,0.79
Slc39a13,11.82,9.45,8.88,10.32,9.16,9.41,15.39,14.28,12.81,12.64
Celf2,9.45,9.71,9.21,8.45,9.58,10.29,17.97,15.38,11.42,11.97
Nr1h3,17.75,18.25,16.11,17.61,12.25,14.27,9.4,10.67,11.35,10.78
Ddb2,5.06,5.32,5.06,5.22,4.74,5.14,9.95,11.16,7.01,6.91
Spi1,23.32,22.48,14.23,15.46,13.06,12.13,14.98,16.53,14.05,15.44
Sf3a1,16.83,16.74,13.6,15.41,20.4,28.43,59.03,55.43,35.0,35.16
Stat6,13.52,12.42,12.65,14.97,10.7,13.4,22.09,20.94,16.12,16.25
Clgn,0.19,0.24,0.26,0.17,0.33,0.5,0.67,0.45,0.43,0.3
Napsa,12.35,11.97,10.43,9.74,4.4,3.85,1.07,1.55,2.59,2.07
Vrk3,26.02,24.42,22.05,24.71,26.73,25.86,30.2,26.56,26.55,25.88
Smg9,13.79,12.87,10.97,12.08,13.19,14.26,26.78,22.02,19.17,19.64
Paxip1,17.23,16.07,12.45,14.61,14.63,20.35,37.78,32.38,26.51,27.93
Rmnd5a,8.16,6.02,5.02,4.4,5.41,4.82,7.69,6.83,9.7,10.27
Mov10,25.2,24.0,28.91,30.64,22.7,24.75,29.05,26.27,24.49,23.83
Ppm1j,0.56,0.21,0.2,0.23,0.32,0.51,1.37,1.39,1.1,0.66
Rhoc,18.69,17.84,18.77,17.16,16.87,18.57,44.11,47.37,23.54,28.47
Prr27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tead3,0.6,0.52,0.43,0.44,0.66,0.83,3.29,3.36,1.62,1.71
Ppard,0.75,0.77,0.53,0.65,1.24,1.08,1.23,1.66,1.67,1.73
Def6,9.02,9.46,6.16,6.93,12.82,12.63,18.55,19.91,21.16,18.06
Peg3,38.07,36.13,46.82,51.77,26.82,36.98,148.39,132.0,62.98,68.2
Zim1,1.21,1.13,1.45,1.24,0.86,0.88,5.24,6.03,1.78,2.3
Metrn,15.77,13.49,10.1,10.22,20.62,18.32,5.87,7.89,26.59,24.3
Lmf1,11.25,8.78,9.75,11.38,10.1,9.75,18.35,21.24,12.62,12.04
Narfl,12.81,11.48,10.39,11.67,14.21,15.08,21.89,21.78,15.81,16.14
Angptl4,23.93,20.01,25.36,24.84,16.36,17.46,24.57,20.52,17.58,14.43
Dbf4,20.82,23.82,21.87,19.11,28.6,33.45,50.21,48.95,35.15,38.61
Daxx,17.72,16.26,15.89,16.65,22.09,23.84,40.75,34.2,31.09,27.92
Cd320,12.74,12.5,10.22,10.29,19.12,17.19,38.24,32.19,18.58,20.14
Ipo4,31.85,23.08,20.05,20.82,31.71,30.39,69.33,67.16,38.58,40.83
Tm9sf1,44.92,42.0,42.41,39.69,46.21,51.23,64.53,58.2,58.48,54.24
Rec8,1.66,1.46,2.44,2.6,1.43,1.45,2.15,3.76,1.5,2.68
Irf9,17.95,18.14,13.61,14.58,12.85,14.18,8.96,9.5,12.8,12.01
Gmpr2,22.26,18.41,19.47,17.72,25.64,28.46,42.3,42.29,32.79,30.76
Mdp1,16.0,16.1,14.38,11.93,20.04,20.89,30.93,31.97,23.05,23.46
Dhrs1,37.81,34.21,35.0,36.83,31.59,31.19,41.48,35.58,28.78,29.4
Ncan,0.02,0.03,0.0,0.03,0.11,0.06,0.06,0.11,0.01,0.0
Tmem161a,27.71,24.37,24.27,22.7,24.1,27.06,41.08,38.74,33.07,31.49
Armc6,13.24,10.76,10.84,10.27,16.41,15.03,26.82,25.55,20.83,19.96
Borcs8,22.28,19.47,18.28,19.87,22.4,21.55,29.69,33.67,24.18,20.99
Slc25a42,7.95,6.99,7.21,10.21,3.06,4.29,6.07,5.21,5.56,7.12
Snx9,11.67,10.32,8.48,8.9,10.59,12.21,27.24,22.75,19.0,19.67
Ranbp3,36.98,35.46,31.68,30.39,43.02,43.87,81.07,68.78,56.64,55.46
Ndufa11,182.5,196.27,187.4,177.67,232.32,197.3,264.02,261.18,236.74,221.25
Bmp8b,0.13,0.22,0.26,0.24,0.43,0.7,1.34,1.62,1.26,1.09
Nr2f6,23.41,20.91,11.89,14.59,16.27,16.6,33.66,32.52,32.51,29.52
Use1,35.7,33.59,34.79,34.9,48.38,44.96,66.92,71.37,51.28,50.3
Ocel1,4.48,3.99,3.36,3.99,3.75,3.8,4.45,5.02,5.68,5.77
Dyrk1b,2.34,1.97,1.78,2.27,1.41,1.45,3.99,4.39,2.38,2.59
Braf,4.79,4.99,4.82,4.77,5.35,6.93,10.29,8.91,9.26,8.95
Ndufb2,149.02,176.68,179.24,165.05,234.16,200.67,239.46,241.5,225.7,211.02
Hltf,7.44,8.31,7.72,6.19,8.04,11.34,15.32,15.48,11.19,11.07
Prpf6,22.45,20.69,21.36,20.48,29.13,32.16,52.72,45.92,40.39,38.11
Rgs19,19.48,19.4,16.89,16.14,15.4,17.17,39.6,37.81,22.53,20.07
Rgs20,0.0,0.0,0.0,0.0,0.02,0.06,0.0,0.02,0.05,0.0
Abhd3,8.59,8.17,7.83,8.17,6.02,7.43,4.63,4.63,4.19,4.28
Snrpd1,98.4,109.81,98.05,85.98,185.32,215.65,312.11,317.01,208.19,203.24
Tchp,2.74,2.48,2.15,2.49,3.82,4.14,6.1,8.35,6.28,5.16
Tiam1,3.15,3.64,2.37,3.56,4.15,4.74,8.27,12.51,8.1,5.64
Tsc2,18.62,16.33,17.65,20.11,16.18,19.29,41.17,40.26,25.8,29.22
Rpl3l,0.13,0.08,0.0,0.29,0.05,0.09,0.08,0.04,0.07,0.04
Slc9a3r2,11.95,9.34,8.42,9.98,8.88,8.48,19.31,17.2,12.76,12.2
Puf60,118.38,112.35,104.45,106.95,131.87,144.95,227.56,207.05,166.69,158.34
Golga2,8.87,6.85,8.11,8.5,6.41,7.55,15.13,13.73,12.06,10.87
Uck1,29.02,21.64,23.88,24.12,26.1,24.2,44.13,43.43,35.2,33.37
Scin,0.13,0.1,0.05,0.48,0.11,0.37,0.18,0.18,0.36,0.18
Ikzf4,0.1,0.1,0.07,0.13,0.1,0.18,0.74,0.98,0.35,0.34
Mien1,49.64,49.71,47.86,49.09,57.98,62.14,76.53,73.11,54.33,56.38
Pon1,7.71,5.72,13.3,16.26,1.97,1.97,1.13,0.55,0.55,0.82
Axl,19.29,15.71,17.31,21.13,12.6,11.48,27.29,24.95,11.86,16.77
Tgfb1,5.23,4.38,2.65,3.51,6.02,5.28,11.09,11.94,11.9,11.33
Ccdc97,9.22,8.4,7.28,10.07,7.64,9.27,25.53,24.76,12.34,12.72
Zfp40,0.87,1.0,1.31,1.18,2.11,2.01,5.05,4.07,2.31,2.07
Akap8l,33.98,31.35,32.44,35.78,30.71,31.82,47.26,54.18,41.72,41.89
Shh,0.0,0.01,0.0,0.0,0.02,0.07,0.11,0.15,0.02,0.02
Pdcd2l,22.57,18.13,16.98,16.97,27.87,27.48,43.26,45.79,32.79,32.76
Gtf2f1,42.39,40.69,40.19,38.49,55.87,63.78,81.67,72.2,65.83,63.9
Clpp,65.86,58.89,53.43,53.12,86.76,76.15,140.9,132.36,96.39,90.51
Alkbh7,13.41,14.77,16.73,13.48,18.15,17.01,27.91,29.09,20.58,20.99
Pspn,0.16,0.06,0.06,0.0,0.2,0.15,0.34,0.2,0.24,0.26
Dennd1c,3.67,2.29,3.69,3.4,1.43,0.84,1.68,1.56,1.52,1.83
Med6,27.59,28.83,29.27,25.23,37.5,40.44,55.15,53.82,38.49,40.18
Prkd1,0.42,0.53,0.23,0.28,0.65,0.74,2.26,1.86,1.14,1.14
Lcp2,8.7,7.07,7.17,8.06,6.49,7.56,10.21,11.68,8.8,9.61
Cse1l,38.85,43.98,36.69,34.95,60.09,79.49,141.03,112.83,90.38,91.49
Naa20,40.4,43.68,37.46,33.66,66.51,70.89,113.48,114.01,77.82,71.82
Prkra,4.83,6.26,4.86,5.81,8.29,9.96,23.35,19.47,10.63,10.93
Fkbp7,4.26,3.95,3.79,3.39,6.12,5.53,10.5,14.2,6.34,6.81
Plekha3,2.31,2.37,0.69,0.46,3.66,3.27,9.55,6.94,7.91,7.53
Ykt6,16.33,17.11,15.18,14.25,20.51,19.35,14.2,13.39,21.55,21.07
Baz1b,17.47,15.8,13.24,12.13,18.54,20.5,36.35,37.06,29.55,31.42
Pex6,10.37,8.4,6.94,8.81,8.19,7.35,15.77,14.51,17.71,17.3
Mrpl2,60.25,58.97,57.31,49.21,84.62,78.97,115.89,120.05,88.88,79.4
Mea1,49.2,47.86,43.34,42.48,56.53,58.53,93.03,87.09,64.89,56.33
Gnmt,87.76,51.96,95.88,128.78,10.19,9.48,4.76,4.86,4.86,5.57
Grin2d,0.04,0.04,0.03,0.04,0.06,0.06,0.1,0.17,0.14,0.2
Kdelr1,23.95,23.94,23.86,29.88,19.86,20.55,42.19,44.25,21.46,20.23
Tmem143,3.46,3.1,3.64,2.93,3.12,3.24,3.09,4.2,3.22,3.23
Pdxk-ps,0.37,0.24,0.43,0.27,0.18,0.34,0.15,0.06,0.55,0.35
Ggct,2.58,3.46,2.6,2.49,7.14,6.33,9.12,8.63,5.81,6.17
Jag2,0.18,0.28,0.18,0.29,0.17,0.11,0.3,0.99,0.54,0.48
Btbd6,5.01,4.75,4.16,3.8,5.46,5.73,9.55,8.95,8.46,7.71
Nudt14,12.2,12.39,11.36,10.26,13.22,12.72,29.55,31.49,18.21,17.86
Epdr1,11.86,11.87,8.94,8.06,18.69,21.38,19.44,16.4,19.42,18.61
Flii,25.28,24.12,23.96,25.15,21.88,24.78,53.31,44.72,35.01,36.05
Top3a,5.09,5.15,5.28,4.7,5.8,7.34,14.7,11.82,9.13,8.62
Atg4d,102.72,84.42,77.37,80.74,74.14,74.41,47.01,41.58,71.9,71.81
Qtrt1,17.34,15.15,12.49,13.39,24.79,20.94,45.54,43.91,27.45,26.05
Plin4,0.05,0.02,0.04,0.11,0.0,0.01,0.02,0.1,0.04,0.05
Hdgfl2,37.11,37.36,30.89,31.53,51.22,56.05,85.83,87.1,74.97,72.47
Chaf1a,16.04,14.4,12.39,12.26,17.19,23.39,25.07,23.36,31.55,28.66
Adprh,28.13,25.56,26.56,24.41,33.02,35.58,70.85,67.15,44.85,42.45
Tmem39a,33.07,27.26,29.5,26.29,29.32,32.02,68.76,64.73,34.64,40.65
Timmdc1,8.85,10.73,9.59,9.0,15.7,16.35,21.61,18.31,16.73,16.44
Pla1a,26.52,23.63,29.81,34.25,7.3,7.97,0.61,1.01,2.87,2.88
Mcm2,134.51,128.11,116.38,108.32,161.26,174.66,218.26,185.57,204.0,201.01
Tpra1,57.65,47.65,48.69,51.12,37.17,39.71,42.42,41.38,45.18,44.09
Nab1,15.8,13.48,8.05,9.17,8.9,10.77,15.86,14.94,15.09,14.57
Adgre5,13.33,11.66,13.84,15.51,7.7,9.6,12.94,12.52,9.64,10.47
Il17ra,10.47,8.99,9.77,11.01,8.06,9.32,6.73,4.97,12.39,11.16
Lamb1,3.34,3.45,3.71,5.05,3.22,3.67,12.5,12.43,7.18,6.9
Kcnn1,0.33,0.22,0.17,0.39,0.25,0.38,0.56,0.34,0.6,0.46
Arrdc2,13.24,10.96,9.94,11.4,10.19,10.88,11.19,9.8,13.51,14.87
Ppp1r17,0.0,0.03,0.0,0.0,0.02,0.05,0.05,0.16,0.02,0.0
Cd36,25.86,25.63,34.42,31.22,13.89,17.05,8.7,8.69,9.2,8.63
Map2k7,9.66,9.04,7.33,8.05,9.22,9.69,9.07,10.11,15.09,17.65
Timm44,27.23,24.18,24.23,25.42,33.08,38.05,76.36,76.85,45.63,44.32
Ap2a2,64.05,58.73,57.12,59.93,56.74,63.21,78.24,68.88,76.81,76.92
Pnkp,25.07,20.65,20.0,20.56,19.76,20.85,23.81,23.74,22.4,21.83
Med25,48.79,40.62,38.28,44.89,40.98,44.21,51.46,52.85,51.17,50.53
Bcam,9.83,8.91,6.31,8.23,6.25,6.86,13.46,15.9,9.5,9.27
Clptm1,42.39,41.92,30.97,36.17,39.21,44.03,73.09,65.6,63.04,62.76
Relb,1.5,1.49,1.31,1.43,1.42,1.51,1.55,1.68,1.62,2.21
Tomm40,79.73,75.76,40.5,43.91,120.05,107.93,203.15,188.9,173.22,157.52
Apoe,3020.32,2348.37,3183.78,3583.5,1205.74,1217.68,1107.72,1071.89,1081.23,1048.02
Apoc2,1156.79,1007.35,1215.0,1138.96,562.41,489.99,180.88,178.2,340.39,324.81
Hbp1,40.53,38.84,44.07,49.84,28.93,33.38,44.23,37.44,28.25,30.62
Prkar2b,57.97,61.16,43.73,45.61,68.83,81.61,94.33,75.09,114.67,117.47
Cdkn1b,11.52,12.27,14.93,9.91,11.25,12.27,6.86,6.88,7.99,8.31
Klf4,0.63,0.69,0.54,0.69,0.48,0.48,0.88,0.71,0.49,0.49
Ap1m1,53.55,49.51,45.89,45.97,55.64,58.43,91.74,81.29,71.32,67.64
Rab8a,57.69,60.57,58.17,60.64,65.38,83.87,69.71,67.47,69.01,71.98
Hmgn2,442.35,534.46,478.95,438.49,675.95,791.34,1460.33,1378.8,814.67,836.64
Fam32a,29.43,27.95,28.12,27.57,33.63,37.46,45.97,46.86,35.83,35.93
Elf3,1.19,0.88,0.8,2.12,1.04,1.29,1.85,1.48,1.52,0.91
Cyp2c29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stard3nl,19.47,22.16,19.0,19.47,26.62,29.83,40.87,39.17,28.12,24.88
Stk11,18.94,14.24,11.29,12.17,15.9,14.0,19.36,24.43,15.57,16.59
Efna2,0.49,0.53,0.4,0.45,0.93,0.85,7.25,7.83,2.64,2.86
Atp5d,260.65,253.15,246.38,261.93,314.35,308.97,371.01,374.7,351.66,328.65
Ppp5c,39.34,37.55,33.06,32.22,46.87,52.7,98.65,90.31,63.06,58.8
Cdk12,4.99,4.63,4.72,4.87,4.72,5.05,7.54,9.87,7.55,7.17
Lipe,3.3,2.93,2.91,3.24,2.11,2.29,1.94,1.67,2.43,2.73
Pafah1b2,53.13,57.08,54.19,48.84,69.69,80.08,118.25,99.88,98.73,104.45
Tbc1d8,5.43,4.31,5.33,6.06,2.63,2.3,5.17,6.75,4.16,4.07
Cnot11,6.92,7.06,3.84,4.73,9.49,9.77,20.22,17.72,16.74,14.36
Slc2a3,12.02,10.22,10.43,10.99,16.11,18.51,51.46,43.35,32.5,29.7
Foxj2,1.29,1.15,1.15,1.24,0.87,1.06,2.92,2.9,1.64,1.98
Sri,166.54,180.12,172.11,150.85,195.72,184.73,187.29,176.47,194.17,201.91
Dgcr2,19.13,15.91,16.92,18.07,16.16,17.86,40.74,34.95,24.87,24.97
Irf3,41.01,34.2,34.07,36.61,35.61,36.57,58.7,64.51,46.92,42.17
Bcl2l12,10.69,11.9,9.4,10.36,15.78,17.34,31.63,28.85,19.79,21.21
Zfp959,5.11,5.21,6.15,5.2,5.64,6.65,9.73,9.65,6.92,8.23
Mpnd,18.21,17.7,12.71,13.71,12.6,11.65,36.85,30.99,24.41,22.89
Sh3gl1,44.05,38.21,39.4,38.01,41.68,43.9,76.27,70.3,56.96,55.49
Ebi3,8.67,7.99,6.49,8.34,4.38,3.99,3.61,2.56,4.57,3.78
Yju2,8.39,6.28,6.43,6.08,9.91,11.0,18.02,15.26,13.11,12.23
Ranbp2,16.41,16.67,17.91,15.43,17.7,24.0,29.64,27.8,26.93,27.76
Edar,0.02,0.01,0.0,0.01,0.0,0.01,0.0,0.03,0.05,0.0
Grk5,0.41,0.36,0.48,0.61,0.41,0.83,1.65,2.15,1.28,1.04
Dvl3,4.21,3.27,3.15,4.45,3.21,4.12,14.55,14.79,6.72,7.37
Abcf3,24.63,21.34,22.05,20.81,23.42,24.1,37.87,37.15,32.53,33.86
Eif2b5,42.33,38.32,37.63,34.78,61.68,65.17,101.7,90.99,83.58,75.25
Cyth2,26.36,26.88,22.25,22.47,31.34,31.58,51.77,50.4,45.46,39.4
Sult2b1,0.19,0.06,0.19,0.07,0.59,0.39,0.5,0.51,0.68,0.64
Car11,0.38,0.23,0.2,0.31,0.38,0.29,0.77,0.9,0.78,0.85
Dlgap1,0.06,0.02,0.03,0.08,0.03,0.04,0.84,1.2,0.07,0.06
Plag1,0.87,1.16,1.15,0.81,1.4,1.56,2.01,2.41,1.37,1.49
Hck,11.02,9.89,8.65,9.88,6.48,6.71,3.99,3.7,4.69,5.44
Mrpl4,58.13,53.94,49.65,50.65,72.92,70.12,111.72,100.3,76.63,74.62
Keap1,26.52,24.2,22.43,23.49,27.7,27.53,34.71,31.98,34.91,33.28
Ap1m2,0.59,0.24,0.07,0.97,0.15,0.21,0.91,1.15,0.21,0.08
Glg1,12.62,12.28,12.51,14.71,12.37,14.74,30.9,26.55,25.75,27.02
Atp8b3,0.02,0.01,0.02,0.0,0.02,0.03,0.18,0.09,0.02,0.07
Btbd2,13.84,12.48,2.41,4.3,11.0,9.94,29.58,27.74,22.92,21.74
Csnk1g2,52.46,43.13,4.24,8.27,44.31,39.72,71.04,70.08,88.7,88.73
Abhd17a,54.56,44.09,26.91,30.43,44.83,38.95,69.07,70.37,72.46,74.33
Mob3a,27.46,24.29,22.36,23.23,27.41,33.26,44.12,41.37,38.02,36.71
Cacnb3,0.83,0.45,0.47,0.71,1.3,1.19,10.15,9.65,3.18,4.11
Ccdc65,0.0,0.01,0.01,0.02,0.11,0.05,0.07,0.14,0.05,0.0
Fkbp11,152.55,135.5,147.36,154.38,79.57,78.79,77.7,76.3,75.66,69.8
Ddx23,8.27,8.84,7.67,8.46,12.79,13.36,14.47,14.12,13.62,13.32
Pld3,81.13,66.26,72.78,85.84,46.7,50.52,30.22,32.35,41.16,38.94
Grik5,0.47,0.71,0.65,0.78,0.75,0.87,2.71,3.87,2.49,2.1
Cd79a,6.27,5.19,8.99,11.79,0.53,0.44,0.09,0.03,0.05,0.1
Rabac1,60.39,51.58,48.29,49.73,51.65,48.68,70.31,73.48,56.55,52.98
Etv3,3.38,2.59,3.06,3.16,3.04,3.47,4.77,5.33,4.38,4.64
Prkcsh,49.92,43.97,43.81,44.45,45.63,49.6,68.9,65.19,57.47,54.3
Elavl3,0.04,0.02,0.0,0.03,0.07,0.04,0.19,0.14,0.02,0.01
Rab3b,2.45,1.85,2.12,2.16,1.86,2.98,5.59,7.06,3.34,2.89
St8sia6,0.02,0.01,0.02,0.02,0.01,0.08,0.12,0.05,0.02,0.08
Fcgrt,44.48,37.91,43.31,47.56,25.36,27.49,25.56,24.62,22.34,22.45
Nosip,23.8,22.46,20.05,20.14,27.34,27.59,48.5,44.4,32.45,26.39
Pih1d1,40.6,36.65,36.62,35.88,44.88,47.33,67.51,62.9,51.72,50.59
Rps11,584.0,667.02,637.1,547.54,1190.56,1102.25,1605.43,1611.24,1250.26,1188.13
Supt5,30.65,25.96,26.78,28.79,30.58,36.94,60.78,56.82,45.3,45.14
Dll3,0.01,0.0,0.07,0.0,0.05,0.06,0.24,0.45,0.26,0.08
Paf1,21.34,22.72,21.12,21.89,26.67,28.81,43.19,42.71,35.56,30.51
Timm50,73.94,68.0,58.1,56.05,98.86,101.65,167.16,163.17,122.18,114.61
Med29,22.2,20.77,17.55,18.28,27.59,24.26,34.38,33.32,30.9,29.34
Bicd1,0.44,0.47,0.31,0.37,0.87,0.87,3.78,3.62,1.79,1.27
Ncstn,37.73,32.66,33.8,36.35,29.15,33.34,58.93,54.94,40.12,38.16
Pex19,36.32,33.62,36.27,37.19,34.65,41.58,66.51,59.63,47.64,45.96
Phyhip,3.75,3.06,3.55,3.84,3.36,3.42,3.07,3.65,2.29,2.31
Crhr2,0.63,0.72,0.33,0.54,0.39,0.52,0.73,0.74,0.84,0.65
Inmt,0.28,0.14,0.17,0.2,0.21,0.17,0.78,0.42,0.53,0.34
Cyp4f18,2.76,3.76,3.41,3.05,1.67,1.36,1.61,0.44,0.95,0.88
Impdh1,9.24,6.97,7.21,8.51,8.21,8.6,20.43,19.46,12.02,11.47
Psg18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dusp3,6.97,6.78,6.96,7.53,8.54,9.64,15.8,15.45,11.21,10.8
Prodh,2.22,2.21,2.01,1.9,5.09,4.51,12.68,13.91,8.43,7.21
Ess2,8.68,8.6,8.07,7.73,10.24,10.06,18.77,19.27,15.67,15.81
Slc25a1,60.49,54.84,47.74,53.82,68.22,71.6,107.54,100.81,85.5,82.95
Dgcr6,19.19,19.33,15.51,14.52,25.27,25.05,57.08,58.24,33.9,33.89
Ddr1,2.99,2.28,2.52,3.5,2.48,3.22,10.18,11.57,5.1,4.79
Ier3,20.56,19.91,16.64,13.41,18.78,20.01,7.61,6.89,14.09,16.63
