gene_name,H9_1,H9_2,PP_1,PP_2,PC_1,PC_2,OC_2,OC_1,NC_1,NC_2,EC_1,EC_2
LINC02248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12orf75,15.9,17.32,95.3,104.0,17.87,19.15,62.84,60.1,15.2,17.32,20.38,19.89
AC096644.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK5P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19
AL078581.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMIM1,3.31,2.44,4.53,5.42,6.26,4.56,0.48,0.28,1.68,2.02,4.54,5.05
MTND1P31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01366,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.04,0.0
HGH1,15.24,15.89,11.63,13.43,11.41,8.0,7.48,7.96,14.81,14.73,14.2,13.7
RPL39P3,24.07,19.98,26.53,29.11,6.18,21.23,12.33,21.22,12.36,9.5,26.39,16.99
RPL26P37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00601,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.03,0.0,0.0
AC245036.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC104333.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRP14P3,0.53,0.55,1.12,1.82,1.68,1.41,0.69,0.37,0.35,0.96,0.97,2.45
AL031727.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC103563.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL034405.1,0.0,0.07,0.0,0.1,0.36,0.0,0.0,0.1,0.0,0.07,0.07,0.0
AL008629.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUCB1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC009495.3,0.45,0.74,0.11,0.06,0.22,0.58,0.0,0.0,0.0,0.0,0.14,0.05
AC006987.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP1R3E,1.17,1.78,3.71,3.79,6.91,4.25,7.15,5.87,5.99,6.44,1.71,2.61
Z68868.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF33CP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005871.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP2C58P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01525,0.0,0.0,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0
TBC1D3P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL162724.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TATDN2P3,0.0,0.01,0.02,0.0,0.4,0.92,0.01,0.01,0.0,0.0,0.03,0.03
TUBBP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL135938.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL022318.1,0.0,0.0,0.0,0.0,0.13,0.0,0.07,0.0,0.0,0.0,0.0,0.0
TMSB10P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR6E1P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM83C-AS1,0.12,0.0,0.14,0.0,0.15,0.14,0.0,0.0,0.0,0.0,0.13,0.15
AL592431.1,0.7,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0
TSPY26P,6.27,5.83,9.85,10.81,7.62,4.53,3.83,4.75,11.32,10.7,9.28,10.6
AC092638.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC236972.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00383,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL591212.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC016712.1,0.0,0.0,0.0,0.3,0.0,0.13,0.0,0.0,0.0,0.0,0.21,0.0
AL445528.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VN1R38P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPS18BP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGKV1OR2-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC137630.2,0.36,0.07,0.26,0.45,0.42,0.39,0.0,0.0,0.53,0.3,0.08,0.24
Z82188.2,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUMO2P1,0.82,0.29,1.38,0.52,0.82,0.31,0.0,1.51,1.04,0.0,1.75,0.88
Z74696.1,0.0,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.11
AC026185.1,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
BX284668.4,0.07,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0
AC010982.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093716.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANT2,0.62,1.29,3.83,4.82,1.85,1.19,0.73,0.77,0.88,1.06,2.6,4.72
AL360181.2,1.27,1.19,3.89,4.49,2.68,2.38,2.52,1.86,1.76,2.32,2.52,3.11
AL020993.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR13C1P,0.0,0.0,0.08,0.15,0.0,0.0,0.03,0.0,0.0,0.03,0.01,0.07
AC093155.2,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC010240.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM185AP1,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FKBP4P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITGA9-AS1,0.35,0.33,3.43,3.92,4.41,4.21,4.1,3.96,3.89,4.43,1.07,1.08
NDUFB4P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDM5C-IT1,0.14,0.38,0.17,0.63,0.29,0.33,0.42,0.45,0.25,0.38,0.53,0.96
AL928921.1,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL5P28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
RPL22P17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC074117.2,0.0,0.11,0.25,0.28,0.51,0.0,0.0,0.0,0.14,0.11,0.0,0.0
KDM4E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02331,0.0,0.0,0.07,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01422,0.0,0.08,0.09,0.0,0.18,0.0,0.38,0.2,0.1,0.07,0.0,0.18
RAMACL,0.13,0.13,0.7,1.2,0.35,0.63,1.34,0.94,0.43,0.3,0.66,1.15
Z75741.2,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT18P16,0.0,0.03,0.03,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.03
AF127577.3,0.04,0.05,0.05,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05
ZNF652P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC069079.1,0.0,0.0,0.0,0.14,0.13,0.0,0.13,0.28,0.0,0.1,0.0,0.0
MCF2L-AS1,1.39,1.13,1.37,1.96,1.37,3.33,0.06,0.14,1.45,1.74,0.72,0.67
AL713851.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DYNLL1P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD62A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMIM2-IT1,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0
AP000925.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC099329.1,28.23,30.47,12.02,20.98,23.26,37.38,12.27,13.57,23.45,14.42,33.66,38.47
BRD7P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0
AL109838.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC114814.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL7AP25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01634,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
AC145207.1,0.05,0.0,0.06,0.21,0.13,0.24,0.2,0.29,0.14,0.05,0.0,0.0
FAUP1,1.26,0.3,0.58,0.26,0.0,0.45,0.12,0.41,0.26,0.09,0.6,0.23
AL354733.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL53P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THRA1/BTR,0.0,0.0,1.12,1.01,0.6,1.32,0.0,0.0,0.0,0.0,0.0,0.0
HLA-Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL023495.1,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAPDHP34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL445991.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GXYLT1P6,0.0,0.03,0.11,0.0,0.05,0.0,0.0,0.0,0.0,0.03,0.0,0.0
KRTAP19-10P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HM13-IT1,1.19,1.96,4.13,2.1,1.04,1.11,1.37,0.99,1.57,1.95,1.11,2.46
LINC00957,0.09,0.1,0.76,0.86,0.74,1.16,0.34,0.29,0.52,0.3,0.05,0.04
RPL23AP69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUSP8P5,1.05,1.1,4.01,4.57,2.5,1.54,2.89,2.53,2.7,2.63,1.36,1.76
MTND4LP13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC012360.1,0.16,0.05,0.13,0.22,0.13,0.06,0.0,0.0,0.28,0.05,0.22,0.26
AC007556.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COTL1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC009963.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC006946.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL031183.1,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12P25,0.42,0.71,1.21,1.37,0.8,0.5,0.1,0.15,0.28,0.38,0.83,1.29
RPSAP76,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0
PVRIG2P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTG3P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC016723.1,0.11,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.18,0.35
AC093083.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUSP5P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GEMIN2P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z84478.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC016769.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL606490.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC114730.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC023128.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS29P16,0.85,0.87,0.0,0.0,1.35,0.0,0.54,0.59,1.12,2.17,0.0,1.03
AL592466.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0
LINC01621,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0
AC093151.3,0.12,0.08,0.14,0.0,0.29,0.0,0.0,0.16,0.08,0.31,0.12,0.07
AC016292.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPGP10,1.99,4.12,2.36,2.7,0.31,1.18,0.97,0.35,4.62,2.83,4.33,2.99
LINC01055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAPCD2P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL36AP15,0.0,0.19,0.66,0.99,0.0,0.43,0.47,0.76,0.24,0.19,0.0,0.45
DNM1P51,0.03,0.03,0.32,0.3,1.68,0.34,0.81,0.48,1.07,1.39,0.12,0.11
AL122018.1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.01,0.0,0.02
SSR4P1,0.46,0.36,0.63,0.92,1.07,0.9,1.17,1.97,1.16,1.16,0.52,0.81
RPEL1,0.03,0.06,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.04
AL158047.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
MRPS10P1,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,1.11,1.02,0.0
RPL7P31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL596202.1,0.85,1.0,1.9,2.3,1.29,0.56,0.77,0.78,1.46,1.14,1.48,1.73
MTND4P31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02154,0.0,0.02,0.0,0.0,0.09,0.03,0.0,0.11,0.0,0.02,0.0,0.0
AC113174.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPAAR,0.12,0.04,0.0,0.05,0.03,0.0,0.21,0.0,0.0,0.0,0.07,0.03
AL583805.2,0.0,0.0,0.09,0.32,0.3,0.09,0.0,0.0,0.31,0.0,0.08,0.1
AC051619.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPN2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL135902.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC104837.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC114808.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYMP-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
SNORA71B,10.36,9.82,10.2,8.73,12.04,12.46,10.08,6.27,9.09,12.02,12.58,10.12
AL157896.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC007041.1,0.0,0.19,0.11,0.09,0.24,0.11,0.0,0.04,0.25,0.19,0.13,0.08
TTTY4B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT18P63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005808.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC233728.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC010149.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL29P30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC114501.2,0.01,0.24,0.18,0.96,0.28,0.08,0.12,0.0,0.37,0.27,0.0,0.07
KATNBL1P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC068768.1,3.05,3.3,12.5,12.0,6.55,4.58,4.09,4.67,8.3,7.45,4.88,3.57
SUMO2P10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS7P13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL133481.1,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0
AC006159.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC083875.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZSWIM5P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004936.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL663074.2,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTATP6P17,0.0,0.0,0.06,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0
AL391883.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096666.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPY19L2P4,0.09,0.17,0.06,0.09,0.12,0.04,0.0,0.0,0.06,0.07,0.02,0.0
LINC01278,5.71,5.76,10.75,12.04,8.87,10.06,13.12,10.15,7.74,7.79,6.39,7.67
ESRRAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
AC011742.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSMB3P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC016027.3,0.35,0.36,0.42,0.95,0.73,0.68,0.15,0.81,0.46,0.48,0.97,0.43
AL512271.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAPPC13P1,0.03,0.03,0.04,0.04,0.2,0.07,0.0,0.0,0.42,1.27,0.1,0.15
LURAP1L-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.16,0.0,0.0,0.08,0.05
AC098934.3,2.87,2.42,6.21,7.61,2.52,2.75,3.01,2.34,2.29,0.69,1.74,3.69
AC079760.1,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNPLA4P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMIM27,5.58,7.19,5.67,5.4,3.77,5.33,4.97,5.6,6.0,4.39,6.29,6.36
HAUS6P3,0.54,0.54,0.1,0.19,0.28,0.24,0.05,0.22,0.44,0.35,0.38,0.27
IQCF5-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.39
RPS26P31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003001.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAB3P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC078974.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC007652.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0
RPL10AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL50P4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEURL1-AS1,0.0,0.0,0.34,0.38,0.07,0.63,0.0,0.0,0.0,0.0,0.0,0.0
EIF4A1P7,0.5,0.3,0.1,0.25,0.04,0.21,0.0,0.0,0.15,0.2,0.37,0.25
LINC01664,0.23,0.17,0.05,0.06,0.0,0.07,0.0,0.0,0.12,0.04,0.15,0.1
RAB9AP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC013270.1,0.09,0.18,0.0,0.0,0.11,0.1,0.0,0.0,0.12,0.09,0.0,0.11
UBE2R2-AS1,0.06,0.0,1.14,0.91,0.77,0.07,0.14,0.0,0.51,0.57,0.06,0.34
RPL21P135,0.0,0.0,0.05,0.18,0.44,0.05,0.0,0.0,0.06,0.14,0.55,0.75
GYG2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL021877.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC114755.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JARID2-AS1,0.09,0.0,0.0,0.0,0.0,0.1,0.11,0.0,0.11,0.35,0.27,0.1
DBF4P1,0.39,0.42,0.16,0.09,0.1,0.05,0.0,0.0,0.28,0.26,0.13,0.1
LINC01889,0.0,0.0,3.35,4.15,1.75,1.51,0.0,0.0,0.0,0.0,0.0,0.0
LINC01221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01967,1.59,1.61,0.8,0.71,0.2,0.4,0.42,0.69,2.12,2.7,1.27,1.91
AL590705.2,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0
AC007422.2,0.0,0.0,0.54,1.22,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC012506.4,0.07,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.08
AC073046.1,7.02,8.54,16.61,18.81,11.04,20.16,3.9,7.02,10.25,14.21,9.24,9.34
SNX19P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC105942.1,2.15,2.56,2.76,3.55,1.57,1.34,1.24,1.35,6.26,5.66,1.71,2.84
AC079799.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASP17P,0.0,0.0,0.0,0.0,0.45,0.46,0.12,0.19,0.0,0.0,0.0,0.0
RPS2P7,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.05
BX842568.4,0.0,0.49,0.57,0.32,0.3,0.56,0.0,0.0,0.0,0.0,0.25,0.58
OFD1P18Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAB3-AS2,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL035681.1,0.04,0.0,0.09,0.1,0.05,0.18,0.98,1.44,0.44,0.29,0.0,0.05
LLPHP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC011196.1,0.12,0.32,0.07,0.17,0.08,0.07,0.0,0.0,0.08,0.0,0.7,0.9
LINC01815,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
USP9YP27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC010978.1,0.0,0.0,0.0,0.09,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
AL135924.2,0.0,0.0,0.28,0.16,0.0,0.27,0.0,0.0,0.0,0.24,0.0,0.0
MTCO1P23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTLP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL355990.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIPK1-AS1,0.09,0.1,0.13,0.1,0.17,0.42,0.2,0.2,0.27,0.11,0.19,0.09
AGAP1-IT1,0.97,0.95,1.75,1.76,1.56,1.08,0.69,0.68,1.5,1.0,1.57,3.43
AC087294.1,0.57,0.18,1.57,1.91,1.29,1.15,0.55,1.1,0.94,0.76,0.47,0.71
MSC-AS1,0.16,0.04,0.4,0.63,0.34,0.26,8.52,8.46,0.08,0.01,0.13,0.39
LINC00402,0.07,0.04,0.01,0.01,0.0,0.03,0.01,0.0,0.0,0.0,0.08,0.18
AL360089.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FECHP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
